time theta u w c-inband-real c-inband-imaginary c-outofband-real c-outofband-imaginary d-inband-real d-inband-imaginary d-outofband-real d-outofband-imaginary q-inband-real q-inband-imaginary q-outofband-reak q-outofband-imaginary
0.196 28.290 0.874 0.000 -1.000 0.015 1.000 -0.031 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.197 28.352 0.902 0.000 -0.997 0.077 0.988 -0.154 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.198 28.413 0.927 0.000 -0.990 0.138 0.962 -0.274 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.199 28.473 0.948 0.000 -0.980 0.197 0.922 -0.387 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.200 28.532 0.965 0.000 -0.967 0.255 0.870 -0.492 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.201 28.589 0.978 0.000 -0.951 0.310 0.808 -0.589 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.202 28.646 0.988 0.000 -0.932 0.363 0.736 -0.677 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.203 28.701 0.995 0.000 -0.910 0.414 0.657 -0.754 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.204 28.756 0.999 0.000 -0.886 0.463 0.571 -0.821 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.205 28.809 1.000 0.000 -0.861 0.509 0.481 -0.877 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.206 28.861 0.998 0.000 -0.833 0.553 0.387 -0.922 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.207 28.912 0.994 0.000 -0.804 0.595 0.292 -0.956 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.208 28.961 0.987 0.000 -0.773 0.634 0.195 -0.981 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.209 29.010 0.978 0.000 -0.741 0.671 0.099 -0.995 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.210 29.057 0.967 0.000 -0.709 0.706 0.004 -1.000 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.211 29.104 0.954 0.000 -0.675 0.738 -0.088 -0.996 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.212 29.149 0.939 0.000 -0.641 0.767 -0.177 -0.984 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.213 29.193 0.923 0.000 -0.607 0.795 -0.263 -0.965 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.214 29.236 0.906 0.000 -0.572 0.820 -0.345 -0.939 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.215 29.278 0.887 0.000 -0.538 0.843 -0.422 -0.907 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.216 29.318 0.868 0.000 -0.503 0.864 -0.494 -0.869 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.217 29.357 0.848 0.000 -0.469 0.883 -0.561 -0.828 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.218 29.396 0.827 0.000 -0.434 0.901 -0.622 -0.783 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.219 29.433 0.805 0.000 -0.401 0.916 -0.679 -0.734 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.220 29.469 0.783 0.000 -0.368 0.930 -0.730 -0.684 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.221 29.503 0.761 0.000 -0.335 0.942 -0.775 -0.632 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.222 29.537 0.739 0.000 -0.303 0.953 -0.816 -0.578 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.223 29.569 0.717 0.000 -0.272 0.962 -0.852 -0.524 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.224 29.601 0.695 0.000 -0.242 0.970 -0.883 -0.470 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.225 29.631 0.673 0.000 -0.213 0.977 -0.909 -0.416 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.226 29.660 0.651 0.000 -0.185 0.983 -0.932 -0.363 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.227 29.687 0.630 0.000 -0.157 0.988 -0.951 -0.310 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.228 29.714 0.609 0.000 -0.131 0.991 -0.966 -0.260 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.229 29.739 0.589 0.000 -0.106 0.994 -0.978 -0.210 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.230 29.763 0.569 0.000 -0.082 0.997 -0.987 -0.163 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.231 29.786 0.550 0.000 -0.059 0.998 -0.993 -0.117 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.232 29.808 0.532 0.000 -0.037 0.999 -0.997 -0.074 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.233 29.829 0.514 0.000 -0.016 1.000 -0.999 -0.032 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.234 29.849 0.497 0.000 0.003 1.000 -1.000 0.007 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.235 29.867 0.481 0.000 0.022 1.000 -0.999 0.043 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.236 29.884 0.466 0.000 0.039 0.999 -0.997 0.078 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.237 29.900 0.452 0.000 0.055 0.998 -0.994 0.109 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.238 29.915 0.439 0.000 0.070 0.998 -0.990 0.139 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.239 29.928 0.426 0.000 0.083 0.997 -0.986 0.166 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.240 29.941 0.415 0.000 0.096 0.995 -0.982 0.190 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.241 29.952 0.405 0.000 0.107 0.994 -0.977 0.212 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.242 29.962 0.396 0.000 0.117 0.993 -0.973 0.232 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.243 29.971 0.387 0.000 0.126 0.992 -0.968 0.249 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.244 29.979 0.380 0.000 0.133 0.991 -0.965 0.264 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.245 29.985 0.374 0.000 0.140 0.990 -0.961 0.276 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.246 29.991 0.369 0.000 0.145 0.989 -0.958 0.287 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.247 29.995 0.365 0.000 0.149 0.989 -0.956 0.295 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.248 29.998 0.363 0.000 0.152 0.988 -0.954 0.300 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.249 29.999 0.361 0.000 0.154 0.988 -0.953 0.304 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.250 30.000 0.360 0.000 0.154 0.988 -0.952 0.305 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.251 29.999 0.361 0.000 0.154 0.988 -0.953 0.304 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.252 29.998 0.363 0.000 0.152 0.988 -0.954 0.300 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.253 29.995 0.365 0.000 0.149 0.989 -0.956 0.295 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.254 29.991 0.369 0.000 0.145 0.989 -0.958 0.287 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.255 29.985 0.374 0.000 0.140 0.990 -0.961 0.276 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.256 29.979 0.380 0.000 0.133 0.991 -0.965 0.264 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.257 29.971 0.387 0.000 0.126 0.992 -0.968 0.249 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.258 29.962 0.396 0.000 0.117 0.993 -0.973 0.232 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.259 29.952 0.405 0.000 0.107 0.994 -0.977 0.212 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.260 29.941 0.415 0.000 0.096 0.995 -0.982 0.190 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.261 29.928 0.426 0.000 0.083 0.997 -0.986 0.166 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.262 29.915 0.439 0.000 0.070 0.998 -0.990 0.139 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.263 29.900 0.452 0.000 0.055 0.998 -0.994 0.109 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.264 29.884 0.466 0.000 0.039 0.999 -0.997 0.078 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.265 29.867 0.481 0.000 0.022 1.000 -0.999 0.043 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.266 29.849 0.497 0.000 0.003 1.000 -1.000 0.007 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.267 29.829 0.514 0.000 -0.016 1.000 -0.999 -0.032 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.268 29.808 0.532 0.000 -0.037 0.999 -0.997 -0.074 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.269 29.786 0.550 0.000 -0.059 0.998 -0.993 -0.117 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.270 29.763 0.569 0.000 -0.082 0.997 -0.987 -0.163 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.271 29.739 0.589 0.000 -0.106 0.994 -0.978 -0.210 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.272 29.714 0.609 0.000 -0.131 0.991 -0.966 -0.260 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.273 29.687 0.630 0.000 -0.157 0.988 -0.951 -0.310 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.274 29.660 0.651 0.000 -0.185 0.983 -0.932 -0.363 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.275 29.631 0.673 0.000 -0.213 0.977 -0.909 -0.416 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.276 29.601 0.695 0.000 -0.242 0.970 -0.883 -0.470 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.277 29.569 0.717 0.000 -0.272 0.962 -0.852 -0.524 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.278 29.537 0.739 0.000 -0.303 0.953 -0.816 -0.578 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.279 29.503 0.761 0.000 -0.335 0.942 -0.775 -0.632 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.280 29.469 0.783 0.000 -0.368 0.930 -0.730 -0.684 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.281 29.433 0.805 0.000 -0.401 0.916 -0.679 -0.734 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.282 29.396 0.827 0.000 -0.434 0.901 -0.622 -0.783 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.283 29.357 0.848 0.000 -0.469 0.883 -0.561 -0.828 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.284 29.318 0.868 0.000 -0.503 0.864 -0.494 -0.869 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.285 29.278 0.887 0.000 -0.538 0.843 -0.422 -0.907 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.286 29.236 0.906 0.000 -0.572 0.820 -0.345 -0.939 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.287 29.193 0.923 0.000 -0.607 0.795 -0.263 -0.965 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.288 29.149 0.939 0.000 -0.641 0.767 -0.177 -0.984 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.289 29.104 0.954 0.000 -0.675 0.738 -0.088 -0.996 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.290 29.057 0.967 0.000 -0.709 0.706 0.004 -1.000 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.291 29.010 0.978 0.000 -0.741 0.671 0.099 -0.995 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.292 28.961 0.987 0.000 -0.773 0.634 0.195 -0.981 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.293 28.912 0.994 0.000 -0.804 0.595 0.292 -0.956 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.294 28.861 0.998 0.000 -0.833 0.553 0.387 -0.922 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.295 28.809 1.000 0.000 -0.861 0.509 0.481 -0.877 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.296 28.756 0.999 0.000 -0.886 0.463 0.571 -0.821 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.297 28.701 0.995 0.000 -0.910 0.414 0.657 -0.754 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.298 28.646 0.988 0.000 -0.932 0.363 0.736 -0.677 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.299 28.589 0.978 0.000 -0.951 0.310 0.808 -0.589 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.300 28.532 0.965 0.000 -0.967 0.255 0.870 -0.492 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.301 28.473 0.948 0.000 -0.980 0.197 0.922 -0.387 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.302 28.413 0.927 0.000 -0.990 0.138 0.962 -0.274 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.303 28.352 0.902 0.000 -0.997 0.077 0.988 -0.154 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.304 28.290 0.874 0.000 -1.000 0.015 1.000 -0.031 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.305 28.226 0.841 0.000 -0.999 -0.048 0.995 0.096 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.306 28.162 0.805 0.000 -0.994 -0.112 0.975 0.223 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.307 28.096 0.764 0.000 -0.984 -0.177 0.937 0.348 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.308 28.030 0.719 0.000 -0.970 -0.242 0.883 0.470 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.309 27.962 0.671 0.000 -0.952 -0.307 0.811 0.585 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.310 27.893 0.618 0.000 -0.928 -0.372 0.723 0.690 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.311 27.823 0.562 0.000 -0.900 -0.436 0.620 0.785 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.312 27.752 0.501 0.000 -0.867 -0.499 0.503 0.864 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.313 27.680 0.438 0.000 -0.829 -0.560 0.373 0.928 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.314 27.607 0.371 0.000 -0.785 -0.619 0.234 0.972 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.315 27.533 0.301 0.000 -0.737 -0.676 0.087 0.996 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.316 27.457 0.228 0.000 -0.684 -0.729 -0.063 0.998 -0.000 -0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.317 27.381 0.153 0.000 -0.627 -0.779 -0.215 0.977 -0.000 -0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.318 27.303 0.076 0.000 -0.564 -0.826 -0.363 0.932 -0.000 -0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.319 27.225 -0.003 0.000 -0.498 -0.867 -0.505 0.863 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.320 27.145 -0.082 0.000 -0.427 -0.904 -0.635 0.772 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.321 27.064 -0.162 0.000 -0.353 -0.936 -0.751 0.660 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.322 26.982 -0.243 0.000 -0.275 -0.961 -0.849 0.529 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.323 26.899 -0.322 0.000 -0.194 -0.981 -0.924 0.381 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.324 26.815 -0.400 0.000 -0.111 -0.994 -0.975 0.222 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.325 26.730 -0.477 0.000 -0.027 -1.000 -0.999 0.053 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.326 26.644 -0.551 0.000 0.059 -0.998 -0.993 -0.119 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.327 26.557 -0.621 0.000 0.146 -0.989 -0.957 -0.289 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.328 26.469 -0.688 0.000 0.233 -0.973 -0.892 -0.453 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.329 26.379 -0.750 0.000 0.318 -0.948 -0.797 -0.604 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.330 26.289 -0.806 0.000 0.403 -0.915 -0.676 -0.737 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.331 26.198 -0.857 0.000 0.484 -0.875 -0.531 -0.848 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.332 26.106 -0.901 0.000 0.563 -0.826 -0.366 -0.931 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.333 26.012 -0.937 0.000 0.638 -0.770 -0.187 -0.982 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.334 25.918 -0.966 0.000 0.707 -0.707 0.001 -1.000 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.335 25.822 -0.986 0.000 0.772 -0.636 0.191 -0.982 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.336 25.726 -0.998 0.000 0.829 -0.559 0.375 -0.927 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.337 25.628 -1.000 0.000 0.880 -0.476 0.548 -0.837 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.338 25.530 -0.992 0.000 0.922 -0.387 0.701 -0.713 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.339 25.430 -0.975 0.000 0.956 -0.293 0.828 -0.561 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.340 25.330 -0.947 0.000 0.981 -0.196 0.923 -0.384 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.341 25.228 -0.910 0.000 0.995 -0.095 0.982 -0.190 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.342 25.126 -0.863 0.000 1.000 0.007 1.000 0.014 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.343 25.022 -0.806 0.000 0.994 0.110 0.976 0.219 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.344 24.918 -0.740 0.000 0.977 0.213 0.909 0.417 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.345 24.812 -0.665 0.000 0.949 0.315 0.802 0.598 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.346 24.706 -0.581 0.000 0.910 0.414 0.657 0.754 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.347 24.599 -0.491 0.000 0.861 0.509 0.482 0.876 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.348 24.490 -0.394 0.000 0.801 0.599 0.282 0.959 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.349 24.381 -0.291 0.000 0.730 0.683 0.067 0.998 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.350 24.271 -0.184 0.000 0.651 0.759 -0.153 0.988 -0.000 -0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.351 24.159 -0.074 0.000 0.562 0.827 -0.367 0.930 -0.000 -0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.352 24.047 0.039 0.000 0.466 0.885 -0.565 0.825 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.353 23.934 0.151 0.000 0.363 0.932 -0.736 0.677 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.354 23.820 0.263 0.000 0.255 0.967 -0.870 0.493 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.355 23.705 0.372 0.000 0.142 0.990 -0.960 0.282 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.356 23.589 0.477 0.000 0.027 1.000 -0.999 0.053 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.357 23.472 0.576 0.000 -0.090 0.996 -0.984 -0.179 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.358 23.354 0.668 0.000 -0.207 0.978 -0.915 -0.404 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.359 23.235 0.752 0.000 -0.321 0.947 -0.794 -0.608 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.360 23.115 0.825 0.000 -0.432 0.902 -0.627 -0.779 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.361 22.995 0.887 0.000 -0.537 0.843 -0.423 -0.906 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.362 22.873 0.936 0.000 -0.636 0.772 -0.192 -0.981 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.363 22.751 0.972 0.000 -0.725 0.689 0.051 -0.999 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.364 22.628 0.994 0.000 -0.804 0.594 0.294 -0.956 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.365 22.503 1.000 0.000 -0.872 0.490 0.520 -0.854 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.366 22.378 0.991 0.000 -0.926 0.377 0.715 -0.699 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.367 22.252 0.966 0.000 -0.966 0.258 0.867 -0.499 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.368 22.125 0.925 0.000 -0.991 0.134 0.964 -0.265 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.369 21.998 0.869 0.000 -1.000 0.007 1.000 -0.013 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.370 21.869 0.799 0.000 -0.993 -0.122 0.970 0.242 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.371 21.740 0.714 0.000 -0.969 -0.249 0.876 0.482 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.372 21.609 0.617 0.000 -0.928 -0.373 0.722 0.692 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.373 21.478 0.509 0.000 -0.871 -0.491 0.518 0.855 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.374 21.346 0.391 0.000 -0.799 -0.601 0.277 0.961 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.375 21.213 0.266 0.000 -0.712 -0.702 0.015 1.000 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.376 21.079 0.135 0.000 -0.612 -0.791 -0.250 0.968 -0.000 -0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.377 20.945 0.001 0.000 -0.501 -0.866 -0.498 0.867 -0.000 -0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.378 20.810 -0.134 0.000 -0.379 -0.925 -0.712 0.702 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.379 20.673 -0.267 0.000 -0.250 -0.968 -0.875 0.485 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.380 20.536 -0.396 0.000 -0.116 -0.993 -0.973 0.230 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.381 20.399 -0.519 0.000 0.022 -1.000 -0.999 -0.043 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.382 20.260 -0.632 0.000 0.160 -0.987 -0.949 -0.315 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.383 20.121 -0.733 0.000 0.295 -0.955 -0.826 -0.564 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.384 19.980 -0.821 0.000 0.426 -0.905 -0.637 -0.771 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.385 19.839 -0.893 0.000 0.549 -0.836 -0.398 -0.918 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.386 19.698 -0.948 0.000 0.661 -0.750 -0.125 -0.992 -0.000 0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.387 19.555 -0.984 0.000 0.761 -0.648 0.159 -0.987 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.388 19.412 -0.999 0.000 0.846 -0.533 0.432 -0.902 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.389 19.268 -0.994 0.000 0.914 -0.406 0.670 -0.742 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.390 19.123 -0.969 0.000 0.963 -0.270 0.854 -0.520 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.391 18.977 -0.923 0.000 0.992 -0.127 0.968 -0.252 -0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.392 18.831 -0.856 0.000 1.000 0.019 0.999 0.038 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
